A_V_mag,caseB_predicted_ratio,observed_ratio
0.53,1.8986826749468864,3.3523777910595367
0.54,1.9006355295691835,3.3523777910595367
0.55,1.902590392763648,3.3523777910595367
0.56,1.9045472665961596,3.3523777910595367
0.5700000000000001,1.9065061531347223,3.3523777910595367
0.58,1.9084670544494673,3.3523777910595367
0.59,1.9104299726126555,3.3523777910595367
0.6,1.9123949096986779,3.3523777910595367
0.61,1.9143618677840604,3.3523777910595367
0.62,1.9163308489474644,3.3523777910595367
0.63,1.9183018552696882,3.3523777910595367
0.64,1.920274888833672,3.3523777910595367
0.65,1.922249951724497,3.3523777910595367
0.66,1.9242270460293895,3.3523777910595367
0.67,1.9262061738377227,3.3523777910595367
0.68,1.928187337241018,3.3523777910595367
0.6900000000000001,1.9301705383329497,3.3523777910595367
0.7000000000000001,1.9321557792093436,3.3523777910595367
0.71,1.9341430619681816,3.3523777910595367
0.72,1.9361323887096047,3.3523777910595367
0.73,1.9381237615359128,3.3523777910595367
0.74,1.9401171825515677,3.3523777910595367
0.75,1.942112653863197,3.3523777910595367
0.76,1.9441101775795937,3.3523777910595367
0.77,1.9461097558117213,3.3523777910595367
0.78,1.948111390672713,3.3523777910595367
0.79,1.950115084277876,3.3523777910595367
0.8,1.9521208387446933,3.3523777910595367
0.81,1.9541286561928255,3.3523777910595367
0.8200000000000001,1.9561385387441144,3.3523777910595367
0.8300000000000001,1.958150488522582,3.3523777910595367
0.84,1.9601645076544367,3.3523777910595367
0.85,1.9621805982680742,3.3523777910595367
0.86,1.9641987624940769,3.3523777910595367
0.87,1.966219002465221,3.3523777910595367
0.88,1.968241320316476,3.3523777910595367
0.89,1.970265718185005,3.3523777910595367
0.9,1.9722921982101727,3.3523777910595367
0.91,1.974320762533541,3.3523777910595367
0.92,1.976351413298877,3.3523777910595367
0.93,1.978384152652151,3.3523777910595367
0.9400000000000001,1.980418982741541,3.3523777910595367
0.9500000000000001,1.9824559057174356,3.3523777910595367
0.96,1.9844949237324334,3.3523777910595367
0.97,1.9865360389413476,3.3523777910595367
0.98,1.9885792535012081,3.3523777910595367
0.99,1.9906245695712632,3.3523777910595367
1.0,1.9926719893129816,3.3523777910595367
1.01,1.9947215148900561,3.3523777910595367
1.02,1.9967731484684041,3.3523777910595367
1.03,1.998826892216171,3.3523777910595367
1.04,2.0008827483037317,3.3523777910595367
1.05,2.0029407189036945,3.3523777910595367
1.06,2.005000806190902,3.3523777910595367
1.07,2.007063012342432,3.3523777910595367
1.08,2.0091273395376037,3.3523777910595367
1.09,2.0111937899579773,3.3523777910595367
1.1,2.013262365787356,3.3523777910595367
1.11,2.015333069211789,3.3523777910595367
1.12,2.017405902419575,3.3523777910595367
1.1300000000000001,2.0194808676012634,3.3523777910595367
1.1400000000000001,2.021557966949656,3.3523777910595367
1.1500000000000001,2.0236372026598093,3.3523777910595367
1.16,2.0257185769290387,3.3523777910595367
1.17,2.0278020919569197,3.3523777910595367
1.18,2.0298877499452894,3.3523777910595367
1.19,2.0319755530982495,3.3523777910595367
1.2,2.0340655036221693,3.3523777910595367
1.21,2.036157603725687,3.3523777910595367
1.22,2.0382518556197127,3.3523777910595367
1.23,2.04034826151743,3.3523777910595367
1.24,2.0424468236343,3.3523777910595367
1.25,2.0445475441880605,3.3523777910595367
1.26,2.046650425398732,3.3523777910595367
1.27,2.0487554694886185,3.3523777910595367
1.28,2.050862678682308,3.3523777910595367
1.29,2.052972055206678,3.3523777910595367
1.3,2.055083601290897,3.3523777910595367
1.31,2.0571973191664235,3.3523777910595367
1.32,2.0593132110670136,3.3523777910595367
1.33,2.061431279228721,3.3523777910595367
1.34,2.0635515258898973,3.3523777910595367
1.35,2.065673953291198,3.3523777910595367
1.36,2.0677985636755825,3.3523777910595367
1.37,2.069925359288318,3.3523777910595367
1.3800000000000001,2.0720543423769793,3.3523777910595367
1.3900000000000001,2.0741855151914543,3.3523777910595367
1.4000000000000001,2.076318879983945,3.3523777910595367
1.41,2.0784544390089685,3.3523777910595367
1.42,2.080592194523363,3.3523777910595367
1.43,2.0827321487862855,3.3523777910595367
1.44,2.084874304059219,3.3523777910595367
1.45,2.08701866260597,3.3523777910595367
1.46,2.0891652266926752,3.3523777910595367
1.47,2.0913139985878013,3.3523777910595367
1.48,2.093464980562149,3.3523777910595367
1.49,2.095618174888854,3.3523777910595367
1.5,2.0977735838433893,3.3523777910595367
1.51,2.099931209703569,3.3523777910595367
1.52,2.1020910547495513,3.3523777910595367
1.53,2.1042531212638367,3.3523777910595367
1.54,2.106417411531276,3.3523777910595367
1.55,2.1085839278390686,3.3523777910595367
1.56,2.1107526724767673,3.3523777910595367
1.57,2.1129236477362783,3.3523777910595367
1.58,2.115096855911867,3.3523777910595367
1.59,2.1172722993001565,3.3523777910595367
1.6,2.119449980200134,3.3523777910595367
1.61,2.1216299009131503,3.3523777910595367
1.62,2.1238120637429225,3.3523777910595367
1.6300000000000001,2.125996470995539,3.3523777910595367
1.6400000000000001,2.1281831249794583,3.3523777910595367
1.6500000000000001,2.130372028005514,3.3523777910595367
1.6600000000000001,2.1325631823869164,3.3523777910595367
1.67,2.1347565904392556,3.3523777910595367
1.68,2.1369522544805015,3.3523777910595367
1.69,2.1391501768310115,3.3523777910595367
1.7,2.1413503598135253,3.3523777910595367
1.71,2.1435528057531745,3.3523777910595367
1.72,2.1457575169774814,3.3523777910595367
1.73,2.147964495816363,3.3523777910595367
1.74,2.1501737446021307,3.3523777910595367
1.75,2.1523852656694973,3.3523777910595367
1.76,2.154599061355574,3.3523777910595367
1.77,2.1568151339998787,3.3523777910595367
1.78,2.1590334859443345,3.3523777910595367
1.79,2.161254119533272,3.3523777910595367
1.8,2.1634770371134344,3.3523777910595367
1.81,2.165702241033978,3.3523777910595367
1.82,2.1679297336464765,3.3523777910595367
1.83,2.17015951730492,3.3523777910595367
1.84,2.1723915943657217,3.3523777910595367
1.85,2.174625967187718,3.3523777910595367
1.86,2.176862638132171,3.3523777910595367
1.87,2.1791016095627715,3.3523777910595367
1.8800000000000001,2.1813428838456423,3.3523777910595367
1.8900000000000001,2.1835864633493376,3.3523777910595367
1.9000000000000001,2.185832350444851,3.3523777910595367
1.9100000000000001,2.1880805475056113,3.3523777910595367
1.92,2.1903310569074916,3.3523777910595367
1.93,2.192583881028806,3.3523777910595367
1.94,2.1948390222503167,3.3523777910595367
1.95,2.197096482955234,3.3523777910595367
1.96,2.199356265529219,3.3523777910595367
1.97,2.201618372360387,3.3523777910595367
1.98,2.2038828058393083,3.3523777910595367
1.99,2.2061495683590144,3.3523777910595367
2.0,2.2084186623149953,3.3523777910595367
2.0100000000000002,2.210690090105208,3.3523777910595367
2.02,2.212963854130073,3.3523777910595367
2.0300000000000002,2.2152399567924808,3.3523777910595367
2.04,2.2175184004977937,3.3523777910595367
2.05,2.2197991876538476,3.3523777910595367
2.06,2.2220823206709555,3.3523777910595367
2.07,2.224367801961908,3.3523777910595367
2.08,2.2266556339419785,3.3523777910595367
2.09,2.2289458190289255,3.3523777910595367
2.1,2.231238359642992,3.3523777910595367
2.11,2.2335332582069123,3.3523777910595367
2.12,2.2358305171459105,3.3523777910595367
2.13,2.238130138887708,3.3523777910595367
2.14,2.24043212586252,3.3523777910595367
2.15,2.242736480503064,3.3523777910595367
2.16,2.2450432052445572,3.3523777910595367
2.17,2.2473523025247233,3.3523777910595367
2.18,2.249663774783793,3.3523777910595367
2.19,2.251977624464506,3.3523777910595367
2.2,2.254293854012115,3.3523777910595367
2.21,2.2566124658743876,3.3523777910595367
2.22,2.258933462501609,3.3523777910595367
2.23,2.2612568463465856,3.3523777910595367
2.24,2.263582619864644,3.3523777910595367
2.25,2.26591078551364,3.3523777910595367
2.2600000000000002,2.268241345753953,3.3523777910595367
2.27,2.270574303048497,3.3523777910595367
2.2800000000000002,2.2729096598627163,3.3523777910595367
2.29,2.275247418664592,3.3523777910595367
2.3000000000000003,2.277587581924645,3.3523777910595367
2.31,2.2799301521159343,3.3523777910595367
2.32,2.282275131714064,3.3523777910595367
2.33,2.2846225231971866,3.3523777910595367
2.34,2.2869723290459993,3.3523777910595367
2.35,2.289324551743754,3.3523777910595367
2.36,2.2916791937762544,3.3523777910595367
2.37,2.2940362576318636,3.3523777910595367
2.38,2.296395745801501,3.3523777910595367
2.39,2.2987576607786515,3.3523777910595367
2.4,2.301122005059361,3.3523777910595367
2.41,2.303488781142244,3.3523777910595367
2.42,2.305857991528487,3.3523777910595367
2.43,2.3082296387218464,3.3523777910595367
2.44,2.3106037252286535,3.3523777910595367
2.45,2.3129802535578206,3.3523777910595367
2.46,2.3153592262208376,3.3523777910595367
2.47,2.317740645731778,3.3523777910595367
2.48,2.3201245146073024,3.3523777910595367
2.49,2.3225108353666584,3.3523777910595367
2.5,2.324899610531686,3.3523777910595367
2.5100000000000002,2.3272908426268177,3.3523777910595367
2.52,2.329684534179083,3.3523777910595367
2.5300000000000002,2.3320806877181117,3.3523777910595367
2.54,2.3344793057761337,3.3523777910595367
2.5500000000000003,2.3368803908879827,3.3523777910595367
2.56,2.339283945591103,3.3523777910595367
2.57,2.3416899724255456,3.3523777910595367
2.58,2.3440984739339745,3.3523777910595367
2.59,2.3465094526616705,3.3523777910595367
2.6,2.3489229111565306,3.3523777910595367
2.61,2.3513388519690728,3.3523777910595367
2.62,2.3537572776524396,3.3523777910595367
2.63,2.3561781907623978,3.3523777910595367
2.64,2.358601593857343,3.3523777910595367
2.65,2.3610274894983045,3.3523777910595367
2.66,2.3634558802489423,3.3523777910595367
2.67,2.3658867686755554,3.3523777910595367
2.68,2.3683201573470822,3.3523777910595367
2.69,2.3707560488351023,3.3523777910595367
2.7,2.3731944457138416,3.3523777910595367
2.71,2.3756353505601724,3.3523777910595367
2.72,2.378078765953618,3.3523777910595367
2.73,2.380524694476355,3.3523777910595367
2.74,2.3829731387132154,3.3523777910595367
2.75,2.38542410125169,3.3523777910595367
2.7600000000000002,2.3878775846819313,3.3523777910595367
2.77,2.390333591596755,3.3523777910595367
2.7800000000000002,2.392792124591645,3.3523777910595367
2.79,2.3952531862647524,3.3523777910595367
2.8000000000000003,2.3977167792169025,3.3523777910595367
2.81,2.400182906051595,3.3523777910595367
2.82,2.4026515693750086,3.3523777910595367
2.83,2.405122771796,3.3523777910595367
2.84,2.4075965159261115,3.3523777910595367
2.85,2.41007280437957,3.3523777910595367
2.86,2.4125516397732922,3.3523777910595367
2.87,2.415033024726885,3.3523777910595367
2.88,2.417516961862652,3.3523777910595367
2.89,2.420003453805593,3.3523777910595367
2.9,2.422492503183405,3.3523777910595367
2.91,2.424984112626491,3.3523777910595367
2.92,2.427478284767959,3.3523777910595367
2.93,2.429975022243623,3.3523777910595367
2.94,2.4324743276920113,3.3523777910595367
2.95,2.4349762037543634,3.3523777910595367
2.96,2.4374806530746365,3.3523777910595367
2.97,2.439987678299507,3.3523777910595367
2.98,2.442497282078374,3.3523777910595367
2.99,2.44500946706336,3.3523777910595367
3.0,2.447524235909317,3.3523777910595367
3.0100000000000002,2.450041591273827,3.3523777910595367
3.02,2.452561535817205,3.3523777910595367
3.0300000000000002,2.455084072202504,3.3523777910595367
3.04,2.4576092030955117,3.3523777910595367
3.0500000000000003,2.460136931164764,3.3523777910595367
3.06,2.4626672590815355,3.3523777910595367
3.0700000000000003,2.465200189519852,3.3523777910595367
3.08,2.4677357251564884,3.3523777910595367
3.09,2.4702738686709727,3.3523777910595367
3.1,2.472814622745588,3.3523777910595367
3.11,2.475357990065379,3.3523777910595367
3.12,2.4779039733181496,3.3523777910595367
3.13,2.480452575194467,3.3523777910595367
3.14,2.4830037983876703,3.3523777910595367
3.15,2.4855576455938646,3.3523777910595367
3.16,2.4881141195119296,3.3523777910595367
3.17,2.4906732228435216,3.3523777910595367
3.18,2.493234958293073,3.3523777910595367
3.19,2.4957993285678013,3.3523777910595367
3.2,2.498366336377706,3.3523777910595367
3.21,2.500935984435575,3.3523777910595367
3.22,2.503508275456986,3.3523777910595367
3.23,2.50608321216031,3.3523777910595367
3.24,2.5086607972667125,3.3523777910595367
3.25,2.5112410335001605,3.3523777910595367
3.2600000000000002,2.513823923587421,3.3523777910595367
3.27,2.5164094702580653,3.3523777910595367
3.2800000000000002,2.5189976762444726,3.3523777910595367
3.29,2.5215885442818333,3.3523777910595367
3.3000000000000003,2.5241820771081485,3.3523777910595367
3.31,2.5267782774642398,3.3523777910595367
3.3200000000000003,2.5293771480937433,3.3523777910595367
3.33,2.5319786917431184,3.3523777910595367
3.34,2.5345829111616514,3.3523777910595367
3.35,2.537189809101453,3.3523777910595367
3.36,2.539799388317468,3.3523777910595367
3.37,2.542411651567473,3.3523777910595367
3.38,2.545026601612079,3.3523777910595367
3.39,2.5476442412147398,3.3523777910595367
3.4,2.55026457314175,3.3523777910595367
3.41,2.55288760016225,3.3523777910595367
3.42,2.555513325048227,3.3523777910595367
3.43,2.558141750574521,3.3523777910595367
3.44,2.5607728795188245,3.3523777910595367
3.45,2.563406714661688,3.3523777910595367
3.46,2.566043258786522,3.3523777910595367
3.47,2.5686825146795984,3.3523777910595367
3.48,2.571324485130056,3.3523777910595367
3.49,2.5739691729299023,3.3523777910595367
3.5,2.576616580874017,3.3523777910595367
3.5100000000000002,2.5792667117601527,3.3523777910595367
3.52,2.581919568388941,3.3523777910595367
3.5300000000000002,2.5845751535638923,3.3523777910595367
3.54,2.587233470091404,3.3523777910595367
3.5500000000000003,2.5898945207807578,3.3523777910595367
3.56,2.592558308444122,3.3523777910595367
3.5700000000000003,2.5952248358965635,3.3523777910595367
3.58,2.5978941059560396,3.3523777910595367
3.59,2.600566121443406,3.3523777910595367
3.6,2.6032408851824256,3.3523777910595367
3.61,2.6059183999997573,3.3523777910595367
3.62,2.608598668724972,3.3523777910595367
3.63,2.611281694190552,3.3523777910595367
3.64,2.61396747923189,3.3523777910595367
3.65,2.6166560266872962,3.3523777910595367
3.66,2.6193473393980002,3.3523777910595367
3.67,2.622041420208153,3.3523777910595367
3.68,2.624738271964833,3.3523777910595367
3.69,2.627437897518045,3.3523777910595367
3.7,2.630140299720725,3.3523777910595367
3.71,2.632845481428744,3.3523777910595367
3.72,2.635553445500911,3.3523777910595367
3.73,2.6382641947989742,3.3523777910595367
3.74,2.640977732187627,3.3523777910595367
3.75,2.643694060534506,3.3523777910595367
3.7600000000000002,2.6464131827101998,3.3523777910595367
3.77,2.6491351015882496,3.3523777910595367
3.7800000000000002,2.6518598200451513,3.3523777910595367
3.79,2.654587340960358,3.3523777910595367
3.8000000000000003,2.6573176672162875,3.3523777910595367
3.81,2.6600508016983198,3.3523777910595367
3.8200000000000003,2.662786747294804,3.3523777910595367
3.83,2.665525506897059,3.3523777910595367
3.84,2.6682670833993787,3.3523777910595367
3.85,2.671011479699031,3.3523777910595367
3.86,2.6737586986962683,3.3523777910595367
3.87,2.6765087432943226,3.3523777910595367
3.88,2.6792616163994114,3.3523777910595367
3.89,2.682017320920746,3.3523777910595367
3.9,2.6847758597705234,3.3523777910595367
3.91,2.6875372358639407,3.3523777910595367
3.92,2.690301452119192,3.3523777910595367
3.93,2.693068511457473,3.3523777910595367
3.94,2.6958384168029834,3.3523777910595367
3.95,2.69861117108293,3.3523777910595367
3.96,2.701386777227532,3.3523777910595367
3.97,2.704165238170021,3.3523777910595367
3.98,2.7069465568466473,3.3523777910595367
3.99,2.7097307361966783,3.3523777910595367
4.0,2.712517779162407,3.3523777910595367
4.01,2.715307688689153,3.3523777910595367
4.0200000000000005,2.718100467725262,3.3523777910595367
4.03,2.720896119222116,3.3523777910595367
4.04,2.7236946461341294,3.3523777910595367
4.05,2.7264960514187577,3.3523777910595367
4.0600000000000005,2.729300338036498,3.3523777910595367
4.07,2.7321075089508904,3.3523777910595367
4.08,2.734917567128525,3.3523777910595367
4.09,2.737730515539042,3.3523777910595367
4.1,2.740546357155137,3.3523777910595367
4.11,2.743365094952563,3.3523777910595367
4.12,2.7461867319101323,3.3523777910595367
4.13,2.7490112710097216,3.3523777910595367
4.14,2.7518387152362767,3.3523777910595367
4.15,2.7546690675778107,3.3523777910595367
4.16,2.75750233102541,3.3523777910595367
4.17,2.760338508573241,3.3523777910595367
4.18,2.7631776032185438,3.3523777910595367
4.19,2.7660196179616463,3.3523777910595367
4.2,2.768864555805961,3.3523777910595367
4.21,2.7717124197579888,3.3523777910595367
4.22,2.774563212827322,3.3523777910595367
4.23,2.777416938026652,3.3523777910595367
4.24,2.780273598371763,3.3523777910595367
4.25,2.783133196881548,3.3523777910595367
4.26,2.7859957365779984,3.3523777910595367
4.2700000000000005,2.788861220486218,3.3523777910595367
4.28,2.791729651634422,3.3523777910595367
4.29,2.794601033053937,3.3523777910595367
4.3,2.7974753677792106,3.3523777910595367
4.3100000000000005,2.800352658847811,3.3523777910595367
4.32,2.8032329093004287,3.3523777910595367
4.33,2.8061161221808826,3.3523777910595367
4.34,2.8090023005361244,3.3523777910595367
4.3500000000000005,2.8118914474162366,3.3523777910595367
4.36,2.814783565874439,3.3523777910595367
4.37,2.8176786589670955,3.3523777910595367
4.38,2.820576729753708,3.3523777910595367
4.39,2.82347778129693,3.3523777910595367
4.4,2.826381816662563,3.3523777910595367
4.41,2.82928883891956,3.3523777910595367
4.42,2.8321988511400336,3.3523777910595367
4.43,2.835111856399256,3.3523777910595367
4.44,2.838027857775659,3.3523777910595367
4.45,2.8409468583508444,3.3523777910595367
4.46,2.8438688612095833,3.3523777910595367
4.47,2.8467938694398156,3.3523777910595367
4.48,2.849721886132661,3.3523777910595367
4.49,2.8526529143824186,3.3523777910595367
4.5,2.8555869572865697,3.3523777910595367
4.51,2.8585240179457787,3.3523777910595367
4.5200000000000005,2.861464099463902,3.3523777910595367
4.53,2.8644072049479887,3.3523777910595367
4.54,2.8673533375082805,3.3523777910595367
4.55,2.870302500258221,3.3523777910595367
4.5600000000000005,2.873254696314458,3.3523777910595367
4.57,2.876209928796837,3.3523777910595367
4.58,2.87916820082842,3.3523777910595367
4.59,2.8821295155354796,3.3523777910595367
4.6000000000000005,2.885093876047502,3.3523777910595367
4.61,2.888061285497191,3.3523777910595367
4.62,2.8910317470204787,3.3523777910595367
4.63,2.8940052637565143,3.3523777910595367
4.64,2.896981838847682,3.3523777910595367
4.65,2.899961475439597,3.3523777910595367
4.66,2.9029441766811055,3.3523777910595367
4.67,2.9059299457242975,3.3523777910595367
4.68,2.9089187857245045,3.3523777910595367
4.69,2.9119106998402993,3.3523777910595367
4.7,2.914905691233507,3.3523777910595367
4.71,2.9179037630692055,3.3523777910595367
4.72,2.9209049185157236,3.3523777910595367
4.73,2.923909160744654,3.3523777910595367
4.74,2.926916492930849,3.3523777910595367
4.75,2.9299269182524244,3.3523777910595367
4.76,2.932940439890768,3.3523777910595367
4.7700000000000005,2.9359570610305403,3.3523777910595367
4.78,2.938976784859674,3.3523777910595367
4.79,2.941999614569381,3.3523777910595367
4.8,2.94502555335416,3.3523777910595367
4.8100000000000005,2.9480546044117895,3.3523777910595367
4.82,2.9510867709433395,3.3523777910595367
4.83,2.954122056153176,3.3523777910595367
4.84,2.9571604632489534,3.3523777910595367
4.8500000000000005,2.9602019954416305,3.3523777910595367
4.86,2.9632466559454684,3.3523777910595367
4.87,2.9662944479780315,3.3523777910595367
4.88,2.969345374760196,3.3523777910595367
4.89,2.9723994395161513,3.3523777910595367
4.9,2.9754566454734004,3.3523777910595367
4.91,2.9785169958627664,3.3523777910595367
4.92,2.9815804939183983,3.3523777910595367
4.93,2.9846471428777677,3.3523777910595367
4.94,2.9877169459816795,3.3523777910595367
4.95,2.9907899064742685,3.3523777910595367
4.96,2.9938660276030093,3.3523777910595367
4.97,2.9969453126187138,3.3523777910595367
4.98,3.0000277647755405,3.3523777910595367
4.99,3.003113387330993,3.3523777910595367
5.0,3.0062021835459243,3.3523777910595367
5.01,3.009294156684543,3.3523777910595367
5.0200000000000005,3.0123893100144166,3.3523777910595367
5.03,3.015487646806468,3.3523777910595367
5.04,3.0185891703349905,3.3523777910595367
5.05,3.021693883877642,3.3523777910595367
5.0600000000000005,3.0248017907154514,3.3523777910595367
5.07,3.027912894132822,3.3523777910595367
5.08,3.031027197417539,3.3523777910595367
5.09,3.0341447038607625,3.3523777910595367
5.1000000000000005,3.0372654167570436,3.3523777910595367
5.11,3.040389339404321,3.3523777910595367
5.12,3.0435164751039205,3.3523777910595367
5.13,3.046646827160569,3.3523777910595367
5.14,3.049780398882392,3.3523777910595367
5.15,3.0529171935809134,3.3523777910595367
5.16,3.0560572145710667,3.3523777910595367
5.17,3.059200465171196,3.3523777910595367
5.18,3.062346948703053,3.3523777910595367
5.19,3.0654966684918104,3.3523777910595367
5.2,3.0686496278660615,3.3523777910595367
5.21,3.071805830157819,3.3523777910595367
5.22,3.0749652787025266,3.3523777910595367
5.23,3.0781279768390584,3.3523777910595367
5.24,3.081293927909718,3.3523777910595367
5.25,3.084463135260252,3.3523777910595367
5.26,3.0876356022398475,3.3523777910595367
5.2700000000000005,3.0908113322011337,3.3523777910595367
5.28,3.093990328500189,3.3523777910595367
5.29,3.0971725944965462,3.3523777910595367
5.3,3.1003581335531885,3.3523777910595367
5.3100000000000005,3.103546949036563,3.3523777910595367
5.32,3.1067390443165777,3.3523777910595367
5.33,3.109934422766604,3.3523777910595367
5.34,3.113133087763486,3.3523777910595367
5.3500000000000005,3.116335042687543,3.3523777910595367
5.36,3.119540290922564,3.3523777910595367
5.37,3.1227488358558237,3.3523777910595367
5.38,3.1259606808780815,3.3523777910595367
5.39,3.12917582938358,3.3523777910595367
5.4,3.132394284770056,3.3523777910595367
5.41,3.1356160504387405,3.3523777910595367
5.42,3.138841129794363,3.3523777910595367
5.43,3.1420695262451526,3.3523777910595367
5.44,3.1453012432028467,3.3523777910595367
5.45,3.1485362840826925,3.3523777910595367
5.46,3.1517746523034442,3.3523777910595367
5.47,3.1550163512873786,3.3523777910595367
5.48,3.1582613844602903,3.3523777910595367
5.49,3.1615097552514957,3.3523777910595367
5.5,3.164761467093841,3.3523777910595367
5.51,3.168016523423702,3.3523777910595367
5.5200000000000005,3.171274927680987,3.3523777910595367
5.53,3.174536683309146,3.3523777910595367
5.54,3.1778017937551697,3.3523777910595367
5.55,3.181070262469591,3.3523777910595367
5.5600000000000005,3.1843420929064967,3.3523777910595367
5.57,3.1876172885235228,3.3523777910595367
5.58,3.190895852781861,3.3523777910595367
5.59,3.194177789146265,3.3523777910595367
5.6000000000000005,3.197463101085054,3.3523777910595367
5.61,3.2007517920701085,3.3523777910595367
5.62,3.2040438655768857,3.3523777910595367
5.63,3.2073393250844155,3.3523777910595367
5.64,3.2106381740753034,3.3523777910595367
5.65,3.213940416035741,3.3523777910595367
5.66,3.2172460544555053,3.3523777910595367
5.67,3.2205550928279583,3.3523777910595367
5.68,3.2238675346500583,3.3523777910595367
5.69,3.227183383422362,3.3523777910595367
5.7,3.2305026426490207,3.3523777910595367
5.71,3.233825315837797,3.3523777910595367
5.72,3.2371514065000575,3.3523777910595367
5.73,3.2404809181507788,3.3523777910595367
5.74,3.2438138543085557,3.3523777910595367
5.75,3.247150218495603,3.3523777910595367
5.76,3.2504900142377524,3.3523777910595367
5.7700000000000005,3.2538332450644694,3.3523777910595367
5.78,3.2571799145088454,3.3523777910595367
5.79,3.2605300261076033,3.3523777910595367
5.8,3.2638835834011095,3.3523777910595367
5.8100000000000005,3.2672405899333694,3.3523777910595367
5.82,3.2706010492520314,3.3523777910595367
5.83,3.273964964908395,3.3523777910595367
5.84,3.2773323404574137,3.3523777910595367
5.8500000000000005,3.2807031794576944,3.3523777910595367
5.86,3.284077485471503,3.3523777910595367
5.87,3.287455262064775,3.3523777910595367
5.88,3.290836512807107,3.3523777910595367
5.89,3.2942212412717713,3.3523777910595367
5.9,3.297609451035715,3.3523777910595367
5.91,3.301001145679565,3.3523777910595367
5.92,3.3043963287876257,3.3523777910595367
5.93,3.307795003947894,3.3523777910595367
5.94,3.311197174752056,3.3523777910595367
5.95,3.3146028447954894,3.3523777910595367
5.96,3.3180120176772707,3.3523777910595367
5.97,3.3214246970001815,3.3523777910595367
5.98,3.3248408863707035,3.3523777910595367
5.99,3.3282605893990316,3.3523777910595367
6.0,3.331683809699075,3.3523777910595367
6.01,3.3351105508884547,3.3523777910595367
6.0200000000000005,3.3385408165885173,3.3523777910595367
6.03,3.3419746104243337,3.3523777910595367
6.04,3.3454119360246994,3.3523777910595367
6.05,3.348852797022146,3.3523777910595367
6.0600000000000005,3.3522971970529434,3.3523777910595367
6.07,3.3557451397570928,3.3523777910595367
6.08,3.359196628778346,3.3523777910595367
6.09,3.3626516677642053,3.3523777910595367
6.1000000000000005,3.3661102603659163,3.3523777910595367
6.11,3.3695724102384847,3.3523777910595367
6.12,3.373038121040678,3.3523777910595367
6.13,3.376507396435021,3.3523777910595367
6.140000000000001,3.37998024008781,3.3523777910595367
6.15,3.3834566556691095,3.3523777910595367
6.16,3.38693664685276,3.3523777910595367
6.17,3.3904202173163807,3.3523777910595367
6.18,3.393907370741374,3.3523777910595367
6.19,3.3973981108129263,3.3523777910595367
6.2,3.4008924412200177,3.3523777910595367
6.21,3.4043903656554204,3.3523777910595367
6.22,3.407891887815704,3.3523777910595367
6.23,3.4113970114012435,3.3523777910595367
6.24,3.414905740116216,3.3523777910595367
6.25,3.418418077668609,3.3523777910595367
6.26,3.421934027770226,3.3523777910595367
6.2700000000000005,3.425453594136689,3.3523777910595367
